Pct-Contest-Candidate totals for horry
    314 0113 Public_Transportation_Referendum Yes 
    425 0113 SCH0001_Board_of_Education_District_1 Harvey_Eisner 
      2 0113 STRAIGHT_PARTY Green 
     46 0113 STRAIGHT_PARTY Democratic 
    195 0113 STRAIGHT_PARTY Republican 
      1 0113 STRAIGHT_PARTY Libertarian 
      1 0113 STRAIGHT_PARTY Constitution 
      2 0113 STRAIGHT_PARTY Independence 
      3 0113 STRAIGHT_PARTY United_Citizens 
      1 0113 Secretary_of_State W/I 
    402 0113 Secretary_of_State Mark_Hammond 
    106 0113 Secretary_of_State Marjorie_L_Johnson 
    225 0113 Soil__and_Water_District_Commission Glenn_Winburn 
      1 0113 Soil__and_Water_District_Commission W/I_DEREK_PEGRAM 
    260 0113 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
    442 0113 Solicitor_Circuit_15 Greg_Hembree 
      1 0113 Solicitor_Circuit_15 W/I_ANYBODY_BUT 
      1 0113 Solicitor_Circuit_15 W/I_M_C_CATHCART 
      1 0113 Solicitor_Circuit_15 W/I_RON_DOHANISH 
    368 0113 State_Superintendent_of_Education Mick_Zais 
     20 0113 State_Superintendent_of_Education Tim_Moultrie 
     10 0113 State_Superintendent_of_Education Tony_Fayyazi 
     12 0113 State_Superintendent_of_Education Doretha_A_Bull 
    102 0113 State_Superintendent_of_Education Frank_Holleman 
    428 0113 State_Treasurer Curtis_Loftis 
    395 0113 U.S._Senate Jim_DeMint 
     55 0113 U.S._Senate Tom_Clements 
     60 0113 U.S._Senate Alvin_M_Greene 
      1 0113 U.S._Senate W/I_JENNY_SANFORD 
      2 0113 U.S._Senate W/I_NATHALIE_DUPREE 
    611 0114 Adjutant_General Bob_Livingston 
     63 0114 Amendment_1 No 
    639 0114 Amendment_1 Yes 
     95 0114 Amendment_2 No 
    632 0114 Amendment_2 Yes 
    195 0114 Amendment_3 No 
    506 0114 Amendment_3 Yes 
    157 0114 Amendment_4 No 
    554 0114 Amendment_4 Yes 
    510 0114 Attorney_General Alan_Wilson 
     15 0114 Attorney_General Leslie_Minerd 
    216 0114 Attorney_General Matthew_Richardson 
      1 0114 Board_of_Education_Chairman W/I_WILL 
    566 0114 Board_of_Education_Chairman Will_Garland 
    144 0114 Board_of_Education_Chairman Subhash_C_Saxena 
    185 0114 CCL0001_County_Council_District_1 Brian_Scott 
    554 0114 CCL0001_County_Council_District_1 Harold_Worley 
     14 0114 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
    574 0114 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      6 0114 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
    127 0114 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      9 0114 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      8 0114 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
      1 0114 CONG01_U.S._House_of_Representatives_Dis M_E_Mac_McCullough 
    541 0114 Commissioner_of_Agriculture Hugh_Weathers 
    179 0114 Commissioner_of_Agriculture Tom_E_Elliott 
    192 0114 Comptroller_General Robert_Barber 
    526 0114 Comptroller_General Richard_A_Eckstrom 
    567 0114 County_Council_Chairman Tom_Rice 
    152 0114 County_Council_Chairman Vincent_Lehotsky 
    523 0114 Governor Nikki_R_Haley 
    212 0114 Governor Vincent_A_Sheheen 
      7 0114 Governor Morgan_Bruce_Reeves 
     10 0114 Governor Morgan_Bruce_Reeves  
    534 0114 HSE0104_State_House_of_Representatives_D Tracy_R_Edge 
      1 0114 HSE0104_State_House_of_Representatives_D W/I_JILKESIC 
    183 0114 HSE0104_State_House_of_Representatives_D Charles_J_Randall 
     27 0114 HSE0104_State_House_of_Representatives_D Patricia_Matthews 
    546 0114 Lieutenant_Governor Ken_Ard 
    194 0114 Lieutenant_Governor Ashley_Cooper 
      1 0114 Lieutenant_Governor W/I_JON_KESIC 
    618 0114 Probate_Judge Deirdre_W_Edmonds 
    281 0114 Public_Transportation_Referendum No 
    441 0114 Public_Transportation_Referendum Yes 
      1 0114 SCH0001_Board_of_Education_District_1 W/I_RIVERS 
    623 0114 SCH0001_Board_of_Education_District_1 Harvey_Eisner 
      5 0114 STRAIGHT_PARTY Green 
     59 0114 STRAIGHT_PARTY Democratic 
    261 0114 STRAIGHT_PARTY Republican 
      4 0114 STRAIGHT_PARTY Independence 
      2 0114 STRAIGHT_PARTY Working_Families 
    564 0114 Secretary_of_State Mark_Hammond 
      1 0114 Secretary_of_State W/I_RIC_NOFI 
    162 0114 Secretary_of_State Marjorie_L_Johnson 
    335 0114 Soil__and_Water_District_Commission Glenn_Winburn 
      1 0114 Soil__and_Water_District_Commission W/I_PAULA_KOURY 
    373 0114 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
    633 0114 Solicitor_Circuit_15 Greg_Hembree 
    533 0114 State_Superintendent_of_Education Mick_Zais 
     20 0114 State_Superintendent_of_Education Tim_Moultrie 
     18 0114 State_Superintendent_of_Education Tony_Fayyazi 
     12 0114 State_Superintendent_of_Education Doretha_A_Bull 
    145 0114 State_Superintendent_of_Education Frank_Holleman 
    621 0114 State_Treasurer Curtis_Loftis 
    570 0114 U.S._Senate Jim_DeMint 
     69 0114 U.S._Senate Tom_Clements 
      1 0114 U.S._Senate W/I_JIMDEMINT 
     95 0114 U.S._Senate Alvin_M_Greene 
      1 0114 U.S._Senate W/I_NATHALIE_DUPREE 
      1 0115 Adjutant_General W/I_WAFFLES 
      1 0115 Adjutant_General W/I_DEMOCRAT 
    245 0115 Adjutant_General Bob_Livingston 
      1 0115 Adjutant_General W/I_KEVIN_PIERCE 
      1 0115 Adjutant_General W/I_GRIFFIN_PAMELA 
     29 0115 Amendment_1 No 
    292 0115 Amendment_1 Yes 
     39 0115 Amendment_2 No 
    281 0115 Amendment_2 Yes 
     98 0115 Amendment_3 No 
    213 0115 Amendment_3 Yes 
     91 0115 Amendment_4 No 
    216 0115 Amendment_4 Yes 
    191 0115 Attorney_General Alan_Wilson 
     11 0115 Attorney_General Leslie_Minerd 
      1 0115 Attorney_General W/I_ANOTHER_JEW 
    115 0115 Attorney_General Matthew_Richardson 
    212 0115 Board_of_Education_Chairman Will_Garland 
      1 0115 Board_of_Education_Chairman W/I_KEN_MARLOWE 
    105 0115 Board_of_Education_Chairman Subhash_C_Saxena 
      1 0115 Board_of_Education_Chairman W/I_ROBERT_OLIVER 
      1 0115 CCL0008_County_Council_District_8 W/I_DEMOCRAT 
      1 0115 CCL0008_County_Council_District_8 W/I_JOHN_STAMOSE 
      1 0115 CCL0008_County_Council_District_8 W/I_KEVIN_PIERCE 
    262 0115 CCL0008_County_Council_District_8 Carl_Schwartzkopf 
      1 0115 CCL0008_County_Council_District_8 W/I_PAMELA_GRIFFIN 
      7 0115 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
    220 0115 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      5 0115 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
     75 0115 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      6 0115 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      4 0115 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
      1 0115 CONG01_U.S._House_of_Representatives_Dis W/I_MARQUE_DE_SADE 
      1 0115 Commissioner_of_Agriculture W/I_A_HIPPIE 
    213 0115 Commissioner_of_Agriculture Hugh_Weathers 
    101 0115 Commissioner_of_Agriculture Tom_E_Elliott 
      1 0115 Comptroller_General W/I_IDK 
    105 0115 Comptroller_General Robert_Barber 
    209 0115 Comptroller_General Richard_A_Eckstrom 
    222 0115 County_Council_Chairman Tom_Rice 
      1 0115 County_Council_Chairman W/I_WAFFLES 
      1 0115 County_Council_Chairman W/I_KEN_MARLOWE 
     87 0115 County_Council_Chairman Vincent_Lehotsky 
    191 0115 Governor Nikki_R_Haley 
      1 0115 Governor W/I_ZACH_MORAN 
    129 0115 Governor Vincent_A_Sheheen 
      1 0115 Governor Morgan_Bruce_Reeves 
      3 0115 Governor Morgan_Bruce_Reeves  
    239 0115 HSE0068_State_House_of_Representatives_D Thad_Viers 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_DEMOCRAT 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_JOE_VOTER 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_GARY_LOFTIS 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_KEVIN_PIERCE 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_IVANA_HUMPALOT 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_PAMELA_GRIFFIN 
      1 0115 HSE0068_State_House_of_Representatives_D W/I_BERT_VON_HERRMANN 
    210 0115 Lieutenant_Governor Ken_Ard 
    112 0115 Lieutenant_Governor Ashley_Cooper 
      1 0115 Lieutenant_Governor W/I_KATE_MORAN 
      1 0115 Probate_Judge W/I_DEMOCRAT 
      1 0115 Probate_Judge W/I_KEVIN_PIERCE 
      1 0115 Probate_Judge W/I_SIMON_COWELL 
    258 0115 Probate_Judge Deirdre_W_Edmonds 
      1 0115 Probate_Judge W/I_JENNIFER_WILSON 
    104 0115 Public_Transportation_Referendum No 
    212 0115 Public_Transportation_Referendum Yes 
     41 0115 STRAIGHT_PARTY Democratic 
     94 0115 STRAIGHT_PARTY Republican 
      1 0115 STRAIGHT_PARTY Libertarian 
      1 0115 STRAIGHT_PARTY Independence 
    217 0115 Secretary_of_State Mark_Hammond 
      1 0115 Secretary_of_State W/I_TODD_MORAN 
     93 0115 Secretary_of_State Marjorie_L_Johnson 
    143 0115 Soil__and_Water_District_Commission Glenn_Winburn 
      1 0115 Soil__and_Water_District_Commission W/I_GREG_WRIGHT 
      1 0115 Soil__and_Water_District_Commission W/I_>JOHN_MILLER 
    169 0115 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
    253 0115 Solicitor_Circuit_15 Greg_Hembree 
      1 0115 Solicitor_Circuit_15 W/I_DEMOCRAT 
      1 0115 Solicitor_Circuit_15 W/I_A_FAT_JEW 
      1 0115 Solicitor_Circuit_15 W/I_KEVIN_PIERCE 
      1 0115 Solicitor_Circuit_15 W/I_PAMELA_GRIFFIN 
    199 0115 State_Superintendent_of_Education Mick_Zais 
     11 0115 State_Superintendent_of_Education Tim_Moultrie 
      6 0115 State_Superintendent_of_Education Tony_Fayyazi 
      9 0115 State_Superintendent_of_Education Doretha_A_Bull 
     86 0115 State_Superintendent_of_Education Frank_Holleman 
      1 0115 State_Superintendent_of_Education W/I_WAYNE_CANADY 
      1 0115 State_Treasurer W/I_A_JEW 
      1 0115 State_Treasurer W/I_DEMOCRAT 
    248 0115 State_Treasurer Curtis_Loftis 
      1 0115 State_Treasurer W/I_KEVIN_PIERCE 
      1 0115 State_Treasurer W/I_CHARLEY_BROWN 
      1 0115 State_Treasurer W/I_GRIFFIN_PAMELA 
      1 0115 U.S._Senate W/I_RAUL 
    220 0115 U.S._Senate Jim_DeMint 
     45 0115 U.S._Senate Tom_Clements 
      1 0115 U.S._Senate W/I_JOE_VOTER 
     49 0115 U.S._Senate Alvin_M_Greene 
      1 0115 U.S._Senate W/I_CAM_NEWTON 
      1 0115 U.S._Senate W/I_GREG_SNOAD 
      1 0115 U.S._Senate W/I_JOHN_WILMOT 
      1 0116 (NO_VOTES_CAST) (NO_VOTES_CAST) 
      1 0116 Adjutant_General W/I_DEMOCRAT 
     73 0116 Adjutant_General Bob_Livingston 
      1 0116 Adjutant_General W/I_ALBERT_YOUNGE 
     46 0116 Amendment_1 No 
    262 0116 Amendment_1 Yes 
     44 0116 Amendment_2 No 
    248 0116 Amendment_2 Yes 
     94 0116 Amendment_3 No 
    179 0116 Amendment_3 Yes 
     83 0116 Amendment_4 No 
    188 0116 Amendment_4 Yes 
     43 0116 Attorney_General Alan_Wilson 
      6 0116 Attorney_General Leslie_Minerd 
    327 0116 Attorney_General Matthew_Richardson 
     51 0116 Board_of_Education_Chairman Will_Garland 
    323 0116 Board_of_Education_Chairman Subhash_C_Saxena 
      3 0116 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
     49 0116 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      7 0116 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
    308 0116 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      4 0116 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      3 0116 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
      1 0116 CONG01_U.S._House_of_Representatives_Dis M_E_Mac_McCullough 
      1 0116 CONG01_U.S._House_of_Representatives_Dis W/I_WALTER_SHOWERS_JR 
     41 0116 Commissioner_of_Agriculture Hugh_Weathers 
    331 0116 Commissioner_of_Agriculture Tom_E_Elliott 
    328 0116 Comptroller_General Robert_Barber 
     44 0116 Comptroller_General Richard_A_Eckstrom 
     49 0116 County_Council_Chairman Tom_Rice 
    318 0116 County_Council_Chairman Vincent_Lehotsky 
      1 0116 County_Council_Chairman W/I_HOWARD_BARNARD 
     45 0116 Governor Nikki_R_Haley 
      1 0116 Governor W/I_ANDRE_BAUER 
    329 0116 Governor Vincent_A_Sheheen 
      3 0116 Governor Morgan_Bruce_Reeves 
      1 0116 HSE0107_State_House_of_Representatives_D W/I_DEMOCRAT 
     79 0116 HSE0107_State_House_of_Representatives_D Alan_Clemmons 
      1 0116 HSE0107_State_House_of_Representatives_D W/I_ROBERT_WILLIAMSON 
     42 0116 Lieutenant_Governor Ken_Ard 
    326 0116 Lieutenant_Governor Ashley_Cooper 
      1 0116 Lieutenant_Governor W/I_BUDDY_PRICE 
      1 0116 Lieutenant_Governor W/I_STEVE_COURTNEY 
      1 0116 Probate_Judge W/I_DEMOCRAT 
     78 0116 Probate_Judge Deirdre_W_Edmonds 
      1 0116 Probate_Judge W/I_TAMMIE_LESTER 
     41 0116 Public_Transportation_Referendum No 
    288 0116 Public_Transportation_Referendum Yes 
     50 0116 SCH0003_Board_of_Education_District_3 Joe_Defeo 
    325 0116 SCH0003_Board_of_Education_District_3 Johnny_Evans 
      1 0116 SCH0003_Board_of_Education_District_3 W/I_RIVERS_LYNCH 
      3 0116 STRAIGHT_PARTY Green 
    277 0116 STRAIGHT_PARTY Democratic 
     23 0116 STRAIGHT_PARTY Republican 
      3 0116 STRAIGHT_PARTY Independence 
      2 0116 STRAIGHT_PARTY Working_Families 
     48 0116 Secretary_of_State Mark_Hammond 
    324 0116 Secretary_of_State Marjorie_L_Johnson 
     58 0116 Soil__and_Water_District_Commission Glenn_Winburn 
      1 0116 Soil__and_Water_District_Commission W/I_MICHAEL_BYRD 
     61 0116 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
     79 0116 Solicitor_Circuit_15 Greg_Hembree 
      1 0116 Solicitor_Circuit_15 W/I_MICKEY_MOUSE 
      1 0116 Solicitor_Circuit_15 W/I_HARRY_PAVILACK 
      1 0116 Solicitor_Circuit_15 W/I_JEFFREY_GEATHERS 
     42 0116 State_Superintendent_of_Education Mick_Zais 
      2 0116 State_Superintendent_of_Education Tim_Moultrie 
      8 0116 State_Superintendent_of_Education Tony_Fayyazi 
      5 0116 State_Superintendent_of_Education Doretha_A_Bull 
    314 0116 State_Superintendent_of_Education Frank_Holleman 
      1 0116 State_Treasurer W/I_DEMOCRAT 
     76 0116 State_Treasurer Curtis_Loftis 
      1 0116 State_Treasurer W/I_JAMES_GREENE 
     48 0116 U.S._Senate Jim_DeMint 
     13 0116 U.S._Senate Tom_Clements 
    305 0116 U.S._Senate Alvin_M_Greene 
      1 0116 U.S._Senate W/I_MAZIE_FERGUSON 
      1 0116 U.S._Senate W/I_MAZIE_FERGURSON 
      1 0117 Adjutant_General W/I_DEB_WATTS 
    117 0117 Adjutant_General Bob_Livingston 
      1 0117 Adjutant_General W/I_EMILY_CHESTNUT 
     39 0117 Amendment_1 No 
    224 0117 Amendment_1 Yes 
     42 0117 Amendment_2 No 
    215 0117 Amendment_2 Yes 
     95 0117 Amendment_3 No 
    155 0117 Amendment_3 Yes 
     79 0117 Amendment_4 No 
    169 0117 Amendment_4 Yes 
     86 0117 Attorney_General Alan_Wilson 
      6 0117 Attorney_General Leslie_Minerd 
    194 0117 Attorney_General Matthew_Richardson 
     97 0117 Board_of_Education_Chairman Will_Garland 
    184 0117 Board_of_Education_Chairman Subhash_C_Saxena 
      4 0117 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
     94 0117 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      3 0117 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
    176 0117 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      5 0117 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      3 0117 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
      1 0117 CONG01_U.S._House_of_Representatives_Dis M_E_Mac_McCullough 
     94 0117 Commissioner_of_Agriculture Hugh_Weathers 
    186 0117 Commissioner_of_Agriculture Tom_E_Elliott 
    193 0117 Comptroller_General Robert_Barber 
     89 0117 Comptroller_General Richard_A_Eckstrom 
     91 0117 County_Council_Chairman Tom_Rice 
    193 0117 County_Council_Chairman Vincent_Lehotsky 
     91 0117 Governor Nikki_R_Haley 
    190 0117 Governor Vincent_A_Sheheen 
      3 0117 Governor Morgan_Bruce_Reeves 
      2 0117 Governor Morgan_Bruce_Reeves  
    121 0117 HSE0107_State_House_of_Representatives_D Alan_Clemmons 
      1 0117 HSE0107_State_House_of_Representatives_D W/I_DEB_WATTS 
      1 0117 HSE0107_State_House_of_Representatives_D W/I_EMILY_CHESTNUT 
     96 0117 Lieutenant_Governor Ken_Ard 
    188 0117 Lieutenant_Governor Ashley_Cooper 
      1 0117 Probate_Judge W/I_WATTS 
    120 0117 Probate_Judge Deirdre_W_Edmonds 
      1 0117 Probate_Judge W/I_EMILY_CHESTNUT 
     59 0117 Public_Transportation_Referendum No 
    202 0117 Public_Transportation_Referendum Yes 
     95 0117 SCH0003_Board_of_Education_District_3 Joe_Defeo 
    187 0117 SCH0003_Board_of_Education_District_3 Johnny_Evans 
      1 0117 STRAIGHT_PARTY Green 
    151 0117 STRAIGHT_PARTY Democratic 
     44 0117 STRAIGHT_PARTY Republican 
      2 0117 STRAIGHT_PARTY Independence 
      1 0117 STRAIGHT_PARTY United_Citizens 
    101 0117 Secretary_of_State Mark_Hammond 
    182 0117 Secretary_of_State Marjorie_L_Johnson 
     70 0117 Soil__and_Water_District_Commission Glenn_Winburn 
      1 0117 Soil__and_Water_District_Commission W/I_RICKEY_WILSON 
      1 0117 Soil__and_Water_District_Commission W/I_>RICKEY_WILSON 
     75 0117 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
      1 0117 Soil__and_Water_District_Commission W/I_CLINT_A._ELLIOTT 
      1 0117 Solicitor_Circuit_15 W/I_WATTS 
    122 0117 Solicitor_Circuit_15 Greg_Hembree 
      1 0117 Solicitor_Circuit_15 W/I_EMILY_CHESTNUT 
     87 0117 State_Superintendent_of_Education Mick_Zais 
     11 0117 State_Superintendent_of_Education Tim_Moultrie 
      4 0117 State_Superintendent_of_Education Tony_Fayyazi 
      6 0117 State_Superintendent_of_Education Doretha_A_Bull 
    174 0117 State_Superintendent_of_Education Frank_Holleman 
    117 0117 State_Treasurer Curtis_Loftis 
      1 0117 State_Treasurer W/I_DEB_WATTS 
      1 0117 State_Treasurer W/I_EMILY_CHESTNUT 
      1 0117 State_Treasurer W/I_CLINT_A._ELLIOTT 
     93 0117 U.S._Senate Jim_DeMint 
     25 0117 U.S._Senate Tom_Clements 
    164 0117 U.S._Senate Alvin_M_Greene 
      1 0117 U.S._Senate W/I_MAZIE_FERGUSON 
    134 0118 Adjutant_General Bob_Livingston 
     24 0118 Amendment_1 No 
    138 0118 Amendment_1 Yes 
     30 0118 Amendment_2 No 
    131 0118 Amendment_2 Yes 
     64 0118 Amendment_3 No 
     95 0118 Amendment_3 Yes 
     60 0118 Amendment_4 No 
     99 0118 Amendment_4 Yes 
    109 0118 Attorney_General Alan_Wilson 
      1 0118 Attorney_General Leslie_Minerd 
     55 0118 Attorney_General Matthew_Richardson 
    128 0118 Board_of_Education_Chairman Will_Garland 
     33 0118 Board_of_Education_Chairman Subhash_C_Saxena 
     80 0118 CCL0011_County_Council_District_11 Al_Allen 
     72 0118 CCL0011_County_Council_District_11 R_A_Johnson 
    121 0118 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      2 0118 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
     39 0118 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      1 0118 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
    122 0118 Commissioner_of_Agriculture Hugh_Weathers 
     41 0118 Commissioner_of_Agriculture Tom_E_Elliott 
     47 0118 Comptroller_General Robert_Barber 
    114 0118 Comptroller_General Richard_A_Eckstrom 
    126 0118 County_Council_Chairman Tom_Rice 
     33 0118 County_Council_Chairman Vincent_Lehotsky 
    114 0118 Governor Nikki_R_Haley 
     45 0118 Governor Vincent_A_Sheheen 
      3 0118 Governor Morgan_Bruce_Reeves 
      1 0118 Governor W/I_GRESHAM_BARRETT 
      1 0118 Governor W/I_WILLIETHOMPHINS 
      1 0118 Governor Morgan_Bruce_Reeves  
      1 0118 Governor W/I_WILLIE_THOMPKINS 
     41 0118 HSE0058_State_House_of_Representatives_D Butch_Johnson 
    123 0118 HSE0058_State_House_of_Representatives_D Liston_D_Barfield 
    118 0118 Lieutenant_Governor Ken_Ard 
     43 0118 Lieutenant_Governor Ashley_Cooper 
    139 0118 Probate_Judge Deirdre_W_Edmonds 
     96 0118 Public_Transportation_Referendum No 
     64 0118 Public_Transportation_Referendum Yes 
      1 0118 STRAIGHT_PARTY Green 
     18 0118 STRAIGHT_PARTY Democratic 
     44 0118 STRAIGHT_PARTY Republican 
    125 0118 Secretary_of_State Mark_Hammond 
     38 0118 Secretary_of_State Marjorie_L_Johnson 
     88 0118 Soil__and_Water_District_Commission Glenn_Winburn 
     75 0118 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
    142 0118 Solicitor_Circuit_15 Greg_Hembree 
    113 0118 State_Superintendent_of_Education Mick_Zais 
      2 0118 State_Superintendent_of_Education Tim_Moultrie 
      3 0118 State_Superintendent_of_Education Tony_Fayyazi 
      1 0118 State_Superintendent_of_Education Doretha_A_Bull 
     42 0118 State_Superintendent_of_Education Frank_Holleman 
    130 0118 State_Treasurer Curtis_Loftis 
    127 0118 U.S._Senate Jim_DeMint 
      5 0118 U.S._Senate Tom_Clements 
     31 0118 U.S._Senate Alvin_M_Greene 
      1 0119 Adjutant_General W/I_SUE_TODD 
    183 0119 Adjutant_General Bob_Livingston 
      1 0119 Adjutant_General W/I_DAFFY_DUCK 
     29 0119 Amendment_1 No 
    207 0119 Amendment_1 Yes 
     27 0119 Amendment_2 No 
    211 0119 Amendment_2 Yes 
     65 0119 Amendment_3 No 
    174 0119 Amendment_3 Yes 
     57 0119 Amendment_4 No 
    180 0119 Amendment_4 Yes 
    155 0119 Attorney_General Alan_Wilson 
      4 0119 Attorney_General Leslie_Minerd 
     84 0119 Attorney_General Matthew_Richardson 
    175 0119 Board_of_Education_Chairman Will_Garland 
     65 0119 Board_of_Education_Chairman Subhash_C_Saxena 
     57 0119 CCL0001_County_Council_District_1 Brian_Scott 
    123 0119 CCL0001_County_Council_District_1 Harold_Worley 
     40 0119 CCL0002_County_Council_District_2 Brent_Schulz 
      2 0119 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
    169 0119 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      3 0119 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
     57 0119 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      9 0119 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      1 0119 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
    164 0119 Commissioner_of_Agriculture Hugh_Weathers 
     75 0119 Commissioner_of_Agriculture Tom_E_Elliott 
     77 0119 Comptroller_General Robert_Barber 
    162 0119 Comptroller_General Richard_A_Eckstrom 
    172 0119 County_Council_Chairman Tom_Rice 
     68 0119 County_Council_Chairman Vincent_Lehotsky 
    157 0119 Governor Nikki_R_Haley 
     83 0119 Governor Vincent_A_Sheheen 
      2 0119 Governor Morgan_Bruce_Reeves 
      3 0119 Governor Morgan_Bruce_Reeves  
    162 0119 HSE0104_State_House_of_Representatives_D Tracy_R_Edge 
     66 0119 HSE0104_State_House_of_Representatives_D Charles_J_Randall 
     14 0119 HSE0104_State_House_of_Representatives_D Patricia_Matthews 
    162 0119 Lieutenant_Governor Ken_Ard 
     81 0119 Lieutenant_Governor Ashley_Cooper 
      1 0119 Probate_Judge W/I_SATAN 
    188 0119 Probate_Judge Deirdre_W_Edmonds 
     73 0119 Public_Transportation_Referendum No 
    168 0119 Public_Transportation_Referendum Yes 
    144 0119 SCH0001_Board_of_Education_District_1 Harvey_Eisner 
      1 0119 SCH0001_Board_of_Education_District_1 W/I_GRIM_REAPER 
     11 0119 SCH0002_Board_of_Education_District_2 Rivers_Lynch 
     32 0119 SCH0002_Board_of_Education_District_2 Karen_McIlrath 
     17 0119 SCH0002_Board_of_Education_District_2 Maryellen_Greene 
      1 0119 STRAIGHT_PARTY Green 
     25 0119 STRAIGHT_PARTY Democratic 
     88 0119 STRAIGHT_PARTY Republican 
      3 0119 STRAIGHT_PARTY Independence 
    163 0119 Secretary_of_State Mark_Hammond 
     72 0119 Secretary_of_State Marjorie_L_Johnson 
    113 0119 Soil__and_Water_District_Commission Glenn_Winburn 
    125 0119 Soil__and_Water_District_Commission Matthew_Gene_Johnson 
    202 0119 Solicitor_Circuit_15 Greg_Hembree 
      1 0119 Solicitor_Circuit_15 W/I_PORKY_PIG 
    153 0119 State_Superintendent_of_Education Mick_Zais 
      9 0119 State_Superintendent_of_Education Tim_Moultrie 
      7 0119 State_Superintendent_of_Education Tony_Fayyazi 
      8 0119 State_Superintendent_of_Education Doretha_A_Bull 
     60 0119 State_Superintendent_of_Education Frank_Holleman 
    184 0119 State_Treasurer Curtis_Loftis 
      1 0119 State_Treasurer W/I_BUGGS_BUNNY 
      1 0119 State_Treasurer W/I_ROB_SHERMER 
      1 0119 State_Treasurer W/I_JOE_CLARKSON 
    170 0119 U.S._Senate Jim_DeMint 
     31 0119 U.S._Senate Tom_Clements 
     39 0119 U.S._Senate Alvin_M_Greene 
      1 0119 U.S._Senate W/I_NANCY_HARDWICK 
      2 0119 U.S._Senate W/I_NATHALIE_DUPREE 
    320 0120 Adjutant_General Bob_Livingston 
     20 0120 Amendment_1 No 
    356 0120 Amendment_1 Yes 
     48 0120 Amendment_2 No 
    325 0120 Amendment_2 Yes 
    122 0120 Amendment_3 No 
    247 0120 Amendment_3 Yes 
    101 0120 Amendment_4 No 
    270 0120 Amendment_4 Yes 
    276 0120 Attorney_General Alan_Wilson 
      7 0120 Attorney_General Leslie_Minerd 
     95 0120 Attorney_General Matthew_Richardson 
    298 0120 Board_of_Education_Chairman Will_Garland 
     79 0120 Board_of_Education_Chairman Subhash_C_Saxena 
      6 0120 CONG01_U.S._House_of_Representatives_Dis Rob_Groce 
    298 0120 CONG01_U.S._House_of_Representatives_Dis Tim_Scott 
      6 0120 CONG01_U.S._House_of_Representatives_Dis Jimmy_Wood 
     65 0120 CONG01_U.S._House_of_Representatives_Dis Ben_Frasier 
      1 0120 CONG01_U.S._House_of_Representatives_Dis Robert_Dobbs 
      2 0120 CONG01_U.S._House_of_Representatives_Dis Keith_Blandford 
      1 0120 CONG01_U.S._House_of_Representatives_Dis M_E_Mac_McCullough 
    290 0120 Commissioner_of_Agriculture Hugh_Weathers 
