Pct-Contest-Candidate totals for mccormick
      1 0013 Soil_and_Water_District_Commissioner W/I_MICKY_MOUSE 
      1 0013 Soil_and_Water_District_Commissioner W/I_>DONALD_DUCK 
      1 0013 Soil_and_Water_District_Commissioner W/I_RICHARD_IZBICKI 
     73 0013 State_Superintendent_of_Education Mick_Zais 
      4 0013 State_Superintendent_of_Education Tim_Moultrie 
     21 0013 State_Superintendent_of_Education Frank_Holleman 
     82 0013 State_Treasurer Curtis_Loftis 
     81 0013 US_Senate Jim_DeMint 
      2 0013 US_Senate Tom_Clements 
     18 0013 US_Senate Alvin_M_Greene 
     92 0014 Adjutant_General Bob_Livingston 
      4 0014 Amendment_1 No 
     94 0014 Amendment_1 Yes 
     15 0014 Amendment_2 No 
     88 0014 Amendment_2 Yes 
     31 0014 Amendment_3 No 
     71 0014 Amendment_3 Yes 
     28 0014 Amendment_4 No 
     73 0014 Amendment_4 Yes 
     85 0014 Attorney_General Alan_Wilson 
      4 0014 Attorney_General Leslie_Minerd 
     14 0014 Attorney_General Matthew_Richardson 
     83 0014 CCL0002_County_Council_District_2 Bernie_Hamby 
     24 0014 CCL0002_County_Council_District_2 George_C_Selfridge_Jr 
      1 0014 CON0003_U.S._House_of_Rep_Dist_3 John_Dalen 
     86 0014 CON0003_U.S._House_of_Rep_Dist_3 Jeff_Duncan 
     15 0014 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer 
      2 0014 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer      
     86 0014 Commissioner_of_Agriculture Hugh_Weathers 
     16 0014 Commissioner_of_Agriculture Tom_E_Elliott 
     15 0014 Comptroller_General Robert_Barber 
     85 0014 Comptroller_General Richard_A_Eckstrom 
      1 0014 County_Auditor W/I_TOM_CLEMENTS 
     62 0014 County_Auditor Virginia_H_Edmunds 
      1 0014 County_Treasurer W/I_JOHN_DALEN 
     64 0014 County_Treasurer Mary_Gable_Shirley 
     86 0014 Governor Nikki_R_Haley 
     14 0014 Governor Vincent_A_Sheheen 
      1 0014 Governor Morgan_Bruce_Reeves 
      1 0014 Governor W/I_GRESHAM__BARRETT 
      3 0014 Governor Morgan_Bruce_Reeves      
     14 0014 HOU0012_State_House_of_Rep_Dist_12 Anne_Parks 
     92 0014 HOU0012_State_House_of_Rep_Dist_12 Jennings_G_McAbee 
     86 0014 Lt_Governor Ken_Ard 
     16 0014 Lt_Governor Ashley_Cooper 
     60 0014 Probate_Judge Patsy_Wilson 
     45 0014 Probate_Judge Kathryne_P_Kitty_Butler 
      3 0014 STRAIGHT_PARTY Democratic 
     33 0014 STRAIGHT_PARTY Republican 
      1 0014 STRAIGHT_PARTY Constitution 
      1 0014 STRAIGHT_PARTY United_Citizens 
      9 0014 School_Board_Trustee Al_Bell 
      7 0014 School_Board_Trustee Bernard_Moss 
     33 0014 School_Board_Trustee Jerry_Tracey 
     34 0014 School_Board_Trustee Karen_Beckner 
     40 0014 School_Board_Trustee Byron_Thompson 
     31 0014 School_Board_Trustee Andrea_Barry_Mann 
      9 0014 School_Board_Trustee Verteema_S_Chiles 
     91 0014 Secretary_of_State Mark_Hammond 
     11 0014 Secretary_of_State Marjorie_L_Johnson 
     60 0014 Soil_and_Water_District_Commissioner Phyllis_Albert 
     71 0014 State_Superintendent_of_Education Mick_Zais 
      5 0014 State_Superintendent_of_Education Tim_Moultrie 
      4 0014 State_Superintendent_of_Education Tony_Fayyazi 
      4 0014 State_Superintendent_of_Education Doretha_A_Bull 
     15 0014 State_Superintendent_of_Education Frank_Holleman 
     94 0014 State_Treasurer Curtis_Loftis 
     88 0014 US_Senate Jim_DeMint 
     11 0014 US_Senate Tom_Clements 
      5 0014 US_Senate Alvin_M_Greene 
    109 0015 Adjutant_General Bob_Livingston 
      1 0015 Adjutant_General W/I_MICHELLE_BROADWATER 
     26 0015 Amendment_1 No 
    166 0015 Amendment_1 Yes 
     34 0015 Amendment_2 No 
    162 0015 Amendment_2 Yes 
     71 0015 Amendment_3 No 
    119 0015 Amendment_3 Yes 
     58 0015 Amendment_4 No 
    134 0015 Amendment_4 Yes 
     94 0015 Attorney_General Alan_Wilson 
      3 0015 Attorney_General Leslie_Minerd 
    131 0015 Attorney_General Matthew_Richardson 
     96 0015 CCL0002_County_Council_District_2 Bernie_Hamby 
    127 0015 CCL0002_County_Council_District_2 George_C_Selfridge_Jr 
      3 0015 CON0003_U.S._House_of_Rep_Dist_3 John_Dalen 
     92 0015 CON0003_U.S._House_of_Rep_Dist_3 Jeff_Duncan 
    124 0015 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer 
      7 0015 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer      
     96 0015 Commissioner_of_Agriculture Hugh_Weathers 
    130 0015 Commissioner_of_Agriculture Tom_E_Elliott 
    132 0015 Comptroller_General Robert_Barber 
     94 0015 Comptroller_General Richard_A_Eckstrom 
      1 0015 County_Auditor W/I_LUCINDA_GIET 
    161 0015 County_Auditor Virginia_H_Edmunds 
      1 0015 County_Treasurer W/I_99 
      1 0015 County_Treasurer W/I_KENNETH_GIET 
    160 0015 County_Treasurer Mary_Gable_Shirley 
      1 0015 County_Treasurer W/I_MICHELLE_BROADWATER 
     98 0015 Governor Nikki_R_Haley 
    129 0015 Governor Vincent_A_Sheheen 
      1 0015 Governor Morgan_Bruce_Reeves 
    129 0015 HOU0012_State_House_of_Rep_Dist_12 Anne_Parks 
     95 0015 HOU0012_State_House_of_Rep_Dist_12 Jennings_G_McAbee 
     95 0015 Lt_Governor Ken_Ard 
    133 0015 Lt_Governor Ashley_Cooper 
     90 0015 Probate_Judge Patsy_Wilson 
    136 0015 Probate_Judge Kathryne_P_Kitty_Butler 
    118 0015 STRAIGHT_PARTY Democratic 
     71 0015 STRAIGHT_PARTY Republican 
      1 0015 STRAIGHT_PARTY Libertarian 
      1 0015 STRAIGHT_PARTY Constitution 
      2 0015 STRAIGHT_PARTY Independence 
      2 0015 STRAIGHT_PARTY Working_Families 
     62 0015 School_Board_Trustee Al_Bell 
     68 0015 School_Board_Trustee Bernard_Moss 
     39 0015 School_Board_Trustee Jerry_Tracey 
     83 0015 School_Board_Trustee Karen_Beckner 
     43 0015 School_Board_Trustee Byron_Thompson 
     47 0015 School_Board_Trustee Andrea_Barry_Mann 
     41 0015 School_Board_Trustee Verteema_S_Chiles 
     97 0015 Secretary_of_State Mark_Hammond 
    130 0015 Secretary_of_State Marjorie_L_Johnson 
      1 0015 Soil_and_Water_District_Commissioner W/I_THOMAS_MC 
     70 0015 Soil_and_Water_District_Commissioner Phyllis_Albert 
      1 0015 Soil_and_Water_District_Commissioner W/I_THOASMMORG 
      1 0015 Soil_and_Water_District_Commissioner W/I_THOMAS__WARE 
      1 0015 Soil_and_Water_District_Commissioner W/I_THOMAS___WARE 
      1 0015 Soil_and_Water_District_Commissioner W/I_JOHN_WHITEHEAD 
      1 0015 Soil_and_Water_District_Commissioner W/I_THOMAS_WARE_JR 
      1 0015 Soil_and_Water_District_Commissioner W/I_LAWRENCE_FIELDS 
      1 0015 Soil_and_Water_District_Commissioner W/I_>JANIE_BROADWATER 
     88 0015 State_Superintendent_of_Education Mick_Zais 
      7 0015 State_Superintendent_of_Education Tim_Moultrie 
      1 0015 State_Superintendent_of_Education Tony_Fayyazi 
      3 0015 State_Superintendent_of_Education Doretha_A_Bull 
    127 0015 State_Superintendent_of_Education Frank_Holleman 
      1 0015 State_Treasurer W/I_TOM_WARE 
    113 0015 State_Treasurer Curtis_Loftis 
      1 0015 State_Treasurer W/I_ANNETTE_SIBERT 
     98 0015 US_Senate Jim_DeMint 
      6 0015 US_Senate Tom_Clements 
    122 0015 US_Senate Alvin_M_Greene 
      1 0750 (NO_VOTES_CAST) (NO_VOTES_CAST) 
    513 0750 Adjutant_General Bob_Livingston 
      1 0750 Adjutant_General W/I_ANTHONY_GASTON 
     63 0750 Amendment_1 No 
    666 0750 Amendment_1 Yes 
     78 0750 Amendment_2 No 
    673 0750 Amendment_2 Yes 
    165 0750 Amendment_3 No 
    569 0750 Amendment_3 Yes 
    140 0750 Amendment_4 No 
    593 0750 Amendment_4 Yes 
    460 0750 Attorney_General Alan_Wilson 
     26 0750 Attorney_General Leslie_Minerd 
    344 0750 Attorney_General Matthew_Richardson 
     46 0750 CCL0002_County_Council_District_2 Bernie_Hamby 
     37 0750 CCL0002_County_Council_District_2 George_C_Selfridge_Jr 
     63 0750 CCL0005_County_Council_District_5 Earl_R_Coleman 
      6 0750 CON0003_U.S._House_of_Rep_Dist_3 John_Dalen 
    441 0750 CON0003_U.S._House_of_Rep_Dist_3 Jeff_Duncan 
      1 0750 CON0003_U.S._House_of_Rep_Dist_3 W/I_DONALD_BRUNS 
    375 0750 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer 
     18 0750 CON0003_U.S._House_of_Rep_Dist_3 Jane_Ballard_Dyer      
      1 0750 Commissioner_of_Agriculture W/I_TOM_WARE 
    466 0750 Commissioner_of_Agriculture Hugh_Weathers 
    367 0750 Commissioner_of_Agriculture Tom_E_Elliott 
    360 0750 Comptroller_General Robert_Barber 
    461 0750 Comptroller_General Richard_A_Eckstrom 
      1 0750 County_Auditor W/I_DON_BRUNS 
      1 0750 County_Auditor W/I_DONALD_DUCK 
      1 0750 County_Auditor W/I_JOE_SHAFFER 
      1 0750 County_Auditor W/I_AARON_WATSON 
      1 0750 County_Auditor W/I_MARJORIE_ROSS 
    559 0750 County_Auditor Virginia_H_Edmunds 
      1 0750 County_Treasurer W/I_DON_BRUNS 
      1 0750 County_Treasurer W/I_DONALD_BRUNS 
      1 0750 County_Treasurer W/I_DIANE_SHAFFER 
      1 0750 County_Treasurer W/I_PETER_SHUMWAY 
    557 0750 County_Treasurer Mary_Gable_Shirley 
      1 0750 Governor W/I_S 
    461 0750 Governor Nikki_R_Haley 
    367 0750 Governor Vincent_A_Sheheen 
      1 0750 Governor W/I_JERRY_GOLDMAN 
     12 0750 Governor Morgan_Bruce_Reeves 
      1 0750 Governor W/I_BETTY_P.MOREHOUSE 
      9 0750 Governor Morgan_Bruce_Reeves      
    328 0750 HOU0012_State_House_of_Rep_Dist_12 Anne_Parks 
      1 0750 HOU0012_State_House_of_Rep_Dist_12 W/I_DON_BRUNS 
    512 0750 HOU0012_State_House_of_Rep_Dist_12 Jennings_G_McAbee 
    471 0750 Lt_Governor Ken_Ard 
    367 0750 Lt_Governor Ashley_Cooper 
      1 0750 Lt_Governor W/I_ANTHONY_GASTON 
    415 0750 Probate_Judge Patsy_Wilson 
    429 0750 Probate_Judge Kathryne_P_Kitty_Butler 
      4 0750 STRAIGHT_PARTY Green 
    229 0750 STRAIGHT_PARTY Democratic 
    226 0750 STRAIGHT_PARTY Republican 
      6 0750 STRAIGHT_PARTY Independence 
      6 0750 STRAIGHT_PARTY United_Citizens 
      1 0750 STRAIGHT_PARTY Working_Families 
    225 0750 School_Board_Trustee Al_Bell 
    215 0750 School_Board_Trustee Bernard_Moss 
    324 0750 School_Board_Trustee Jerry_Tracey 
    189 0750 School_Board_Trustee Karen_Beckner 
    532 0750 School_Board_Trustee Byron_Thompson 
      1 0750 School_Board_Trustee W/I_CHUCK_COOK 
    260 0750 School_Board_Trustee Andrea_Barry_Mann 
    195 0750 School_Board_Trustee Verteema_S_Chiles 
      1 0750 School_Board_Trustee W/I_QUIENITH_CUNNINGHAM 
    480 0750 Secretary_of_State Mark_Hammond 
    358 0750 Secretary_of_State Marjorie_L_Johnson 
      1 0750 Soil_and_Water_District_Commissioner W/I_WARE 
      1 0750 Soil_and_Water_District_Commissioner W/I_T._WARE 
      1 0750 Soil_and_Water_District_Commissioner W/I_SAM_KNOX 
      1 0750 Soil_and_Water_District_Commissioner W/I_DON_BRUNS 
      1 0750 Soil_and_Water_District_Commissioner W/I_JIM_WHITE 
    381 0750 Soil_and_Water_District_Commissioner Phyllis_Albert 
      1 0750 Soil_and_Water_District_Commissioner W/I_THOMASWARE 
      1 0750 Soil_and_Water_District_Commissioner W/I_THOMAS-WARE 
      1 0750 Soil_and_Water_District_Commissioner W/I_THOMASWWARE 
      2 0750 Soil_and_Water_District_Commissioner W/I_THOMAS_UHRE 
     16 0750 Soil_and_Water_District_Commissioner W/I_THOMAS_WARE 
      1 0750 Soil_and_Water_District_Commissioner W/I_WALLACE_WOOD 
    428 0750 State_Superintendent_of_Education Mick_Zais 
     15 0750 State_Superintendent_of_Education Tim_Moultrie 
      7 0750 State_Superintendent_of_Education Tony_Fayyazi 
     15 0750 State_Superintendent_of_Education Doretha_A_Bull 
    363 0750 State_Superintendent_of_Education Frank_Holleman 
    509 0750 State_Treasurer Curtis_Loftis 
    492 0750 US_Senate Jim_DeMint 
     76 0750 US_Senate Tom_Clements 
    257 0750 US_Senate Alvin_M_Greene 
      1 0750 US_Senate W/I_VICKI_HALEY 
      1 0750 US_Senate W/I_MAZIE_FERGUSON 
      1 0750 US_Senate W/I_NATALIE_DUPREE 
